"Núm. fotog.","Núm. ekta.","Nombre d'exemplars","Any","Autor i data de la fitxa","Bibliografia","Descripció de l'objecte","Estat de conservació","Exposicions","Lloc de procedència","Localització","updated loc.","Mides","obra gràfica =","obra original =","préstec a :","Reproduccions","Restauracions","técnica","Tècnica","Títol","Valoració Econòmica en €","vegap:","Causa de baixa i data","Objectes en relació indicacant n. registre","Edició","Editor","Exemplar","Mides planxa","Marca paper","Impressor","Tiratge","Núm. planxes","Filigrana","trad. castellano","trad. english","trad. français","trad.castellano técnica:","trad.english technique:","trad.français technique:"
,,1,1987,"4 gener 1994",,,,,,"OG","IV","54 x 70 cm","sí",,,,,"Litografía en varias tintas (ocre, negro, gris y marrón) con relieve","Litografia en diverses tintes (ocre, negre, gris i marró) amb relleu ","Variacions sobre un tema musical 5","60,1012104384",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f.","Galerie Lelong, Paris",,"53,5 x 70,2 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,"Arches",,,,,,
,,1,1987,"4 gener 1994",,,,,,"OG","IV","54 x 70 cm","sí",,,,,"Litografía en varias tintas (beige, negro y gris) con relieve","Litografia en diverses tintes (beix, negre i gris) amb relleu","Variacions sobre un tema musical 6","60,1012104384",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f.","Galerie Lelong, Paris",,"53,5 x 70 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,"Arches",,,,,,
,,1,1987,"4 gener 1994",,,,,,"OG","IV","54 x 70 cm","sí",,,,,"Litografía en varias tintas (negro, marrón, 2 grises y beige) con relieve","Litografia en diverses tintes (negre, marró, 2 grisos i beix) amb relleu","Variacions sobre un tema musical 7","120,2024208768",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f.","Galerie Lelong, Paris",,"53,5 x 70 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,"Arches",,,,,,
,,1,1987,"4 gener 1994",,,,,,"OG","IV","54 x 70 cm","sí",,,,,"Litografía en dos tintas (negro y gris) con relieve","Litografia en dues tintes (negre i gris) amb relleu","Variacions sobre un tema musical 8","54,0910893945",,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. f.","Galerie Lelong, Paris",,"54 x 70,5 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,,,,,,,
,,2,1987,"4 gener 1994",,,,,,"OG","IV","54 x 70 cm","sí",,,,,"Litografía en varias tintas (2 rojos, negro y gris) con relieve","Litografia en diverses tintes (2 vermells, negre i gris) amb relleu","Variacions sobre un tema musical 9","120,2024208768",,,,"75 exs. n. 1/75-75/75 i s., alguns exs. P.A. s.","Galerie Lelong, Paris",,"54 x 70,5 cm","Arches","Damià Caus (Litografías Artísticas), Barcelona",,,"Arches",,,,,,
,,,1984,,,"Aquesta litografia forma part d'una carpeta de cartró amb 11 litografies. Les litografies de les carpetes 51/90-90/90 es podien vendre per separat, independentment de la carpeta. Mides de la carpeta: 108 x 77,5 cm. La coberta de la carpeta i la portada també estan litografiades.",,,,"OG","E25","105 x 75 cm","sí",,,,,"Litografia en una tinta (negro)","Litografia a una tinta (negre) ","Variations (portada) dins carpeta FAT 1539",,,,,"90 exs. n. 1/90-90/90 i s., 10 exs. I/X-X/X i s., més alguns exs P.A. s. Totes les L. estan n. i s. ","Erker-Presse, St. Gallen",,,"Rives","Erker-Presse, St. Gallen",,,,,,,,,
,,,1984,,,"Aquesta litografia forma part d'una carpeta de cartró d' 11 litografies. Les litografies de les carpetes 51/90-90/90 es podien vendre per separat, independentment de la carpeta. Mides de la carpeta: 108 x 77,5 cm. La coberta de la carpeta i la portada també estan litografiades.",,,,"OG","E25","105 x 75 cm","sí",,,,,"Litografia a una tinta (negre)","Litografia a una tinta (negre) ","Variations (portada) dintre carpeta FAT 1446",,,,,"90 exs. n. 1/90-90/90 i s., 10 exs. I/X-X/X i s., més alguns exs. P.A. s. ","Erker-Presse, St. Gallen",,,"Rives","Erker-Presse, St. Gallen",,,,,,,,,
,,2,1987,,,,,,,"OG","C10","70 x 54 cm","sí",,,,,"Litografía en varias tintas (3 negros) con relieve","Litografia en diverses tintes (3 negres) amb relleu","Variations sur un thème musical 14",,,,,"75 exs. n. 1/75-75/75 i f., alguns exs. P.A. s., més 10 exs. F.A.T. s.","Galerie Lelong, París",,,"Arches","Litografías Artísticas Damià Caus, Barcelona",,,"Arches",,,,,,
,,2,1987,,,,,,,"OG","C10","54 x 70 cm","sí",,,,,"Litografía en varias tintas (2 grises y negro) con relieve","Litografia en diverses tintes (2 grisos i negre) amb relleu","Variations sur un thème musical 15",,,,,"75 exs. n. 1/75-75/75 i s., alguns exs. P.A. s.","Galerie Lelong, París",,,"Arches","Litografías Artísticas Damià Caus, Barcelona",,,"Arches",,,,,,
,,2,1987,,,,,,,"OG","C10","54 x 70 cm","sí",,,,,"Litografía en dos tintas (negro y gris) con relieve","Litografia en dues tintes (negre i gris) amb relleu","Variations sur un thème musical 16",,,,,"75 exs. n. 1/75-75/75 i s., alguns exs. P.A. s.","Galerie Lelong, París",,,"Arches","Litografías Artísticas Damià Caus, Barcelona",,,"Arches",,,,,,
,,2,1987,,,,,,,"OG","C10","54 x 70 cm","sí",,,,,"Litografía en dos tintas (2 negros) con relieve","Litografia en dues tintes (2 negres) amb relleu","Variations sur un thème musical 17",,,,,"75 exs. n. 1/75-75/75 i s., alguns exs. P.A. s.","Galerie Lelong, París",,,"Arches","Litografías Artísticas Damià Caus, Barcelona",,,"Arches",,,,,,
,,2,1987,,,,,,,"OG","C10","54 x 70 cm","sí",,,,,"Litografía en varias tintas (2 negros, blanco y gris) con relieve","Litografia en diverses tintes (2 negres, blanc i gris) amb relleu","Variations sur un thème musical 20",,,,,"75 exs. n. 1/75-75/75 i s., alguns exs. P.A. s., més 18 exs. F.A.T. s.","Galerie Lelong, París",,,"Arches","Litografías Artísticas Damià Caus, Barcelona",,,"Arches",,,,,,
,,2,1987,,,,,,,"OG","C10","54 x 70 cm.","sí",,,,,"Litografía en varias tintas (2 rojos, negro y gris) con relieve","Litografia en diverses tintes (2 vermells, negre i gris) amb relleu","Variations sur un thème musical 9",,,,,"75 exs. n. 1/75-75/75 i s., alguns exs. P.A. s.","Galerie Lelong, París",,"54 x 70 cm.","Arches","Litografías Artísticas Damià Caus, Barcelona",,,"Arches",,,,,,
,,2,1984,,,"Aquesta litografia forma part d'una carpeta de cartró amb 11 litografies. Les litografies de les carpetes 51/90-90/90 es podien vendre per separat, independentment de la carpeta. Mides de la carpeta: 108 x 77,5 cm. La coberta de la carpeta i la portada també estan litografiades.","CARPETA BUIDA PERQUÈ LES LITOGRAFIES ESTAN ENMARCADES",,,"OG","E25","108 x 77,5 cm","sí",,,,,"Litografía en una tinta (negro); litografia en varias tintas; litografia en dos tintas (ocre y negro); litografia en dos tintas (dos negros)","Litografia en una tinta (negre); litografia en diverses tintes; litografia en dues tintes (ocre i negre); litografia en dues tintes (dos negres); ","Variations, carpeta de cartó amb 11 litografies contingut emmarcat excepte FAT 1540",,,,,"90 exs. n. 1/90-90/90 i s., 10 exs. I/X-X/X i s., més alguns exs P.A. s. ","Erker-Presse, St.Gallen",,,,"Erker-Presse, St.Gallen",,,,,,,,,
,,2,1984,,,"Les litografies de les carpetes 51/90-90/90 es podien vendre per separat, independentment de la carpeta. Mides de la carpeta: 108 x 77,5 cm. La coberta de la carpeta i la portada també estan litografiades.",,,,"OG","E25","108 x 77,5 cm","sí",,,,,"Litografía","Litografia","Variations, carpeta de cartró amb 11 litografies (GG992-1004)",,,,,"90 exs. n. 1/90-90/90 i s., 10 exs. I/X-X/X i s., més alguns exs P.A. s.  ","Erker-Presse, St.Gallen",,,,"Erker-Presse, St.Gallen",,,,,,,,,
"T-6403",,,1991,,,,,,,"RP","32A","110 x 74 cm",,"sí",,,,,"Pintura, vernís i llapis sobre tèxtil sintètic","Vas",,,,,,,,,,,,,,"Vaso","Glass","Verre","Pintura, barniz y lápiz sobre textil sintético","Paint, varnish and pencil on synthetic fabric","Peinture, vernis et crayon sur textile synthétique"
,,2,1995,,,,,,,"OG","E20","56,5 x 76,5 cm","sí",,,,,"Aguatinta y S. en varias tintas","Aiguatinta i S. en diverses tintes","Vas",,,,,"30 exs. n. 1/30-30/30 i s., 3 exs. P.A. n. 1/3-3/3 i s., més 3 exs. H.C. n. 1/3-3/3 i s.","Galeria Toni Tàpies, Barcelona
",,,,"Magí Baleta, Barcelona",,,,,,,,,
,,2,1995,,,,,,,"OG","E20","56,5 x 76,5 cm","sí",,,,,"Aguatinta y S. en varias tintas","Aiguatinta i S. en diverses tintes","Vas",,,,,"30 exs. n. 1/30-30/30 i s., 3 exs. P.A. n. 1/3-3/3 i s., més 3 exs. H.C. n. 1/3-3/3 i s.","Galeria Toni Tàpies, Barcelona",,,,"Magí Baleta, Barcelona",,,,,,,,,
,,2,1991,,,,,,,"OG","D05",,"sí",,,,,"Aguafuerte, aguatinta y collage de papel Manila en 2 tintas (negro y carmín)","Aiguafort, aiguatinta i collage de paper Manila en 2 tintes (negre i carmí)","Vegetal",,,,,"45 exs. n, 1/45-45/45 i s., 3 exs. P.A. n. 1/3-3/3 i s., 2 exs. H.C. n. 1/2-2/2 i s., més alguns exs. nominals","Galeria Toni Tàpies, Barcelona",,,,"Joan Roma i Takeshi Motomiya, Barcelona",,,,,,,,,
,,2,1991,,,,,,,"OG","D05","50 x 65 cm.","sí",,,,,"A., aguatinta y collage de papel Manila en 2 tintas (negro y carmín)","A., aiguatinta i collage de paper Manila en 2 tintes (negre i carmí)","Vegetal",,,,,"45 exs. n, 1/45-45/45 i s., 3 exs. P.A. n. 1/3-3/3 i s., 2 exs. H.C. n. 1/2-2/2 i s., més alguns exs. nominals","Galeria Toni Tàpies, Barcelona",,,"Arches velin","Joan Roma i Takeshi Motomiya, Barcelona",,,"Arches",,,,,,
,,2,1978,,,,,,,"OG","C01","65 x 50 cm.","sí",,,,,"Aguafuerte y aguatinta en varias tintas sobre papel Arches como soporte. La impresión se realizó sobre papel de estraza encolado sobre el papel Arches","Aiguafort i aiguatinta en diverses tintes sobre paper d'estrassa amb un suport de paper Arches. La impressió es va realitzar sobre el paper d'estrassa encolat sobre el paper Arches.","Vela i creu",,,,,"75 exs. n. i s., més 15 exs. P.A. s. i 8 exs. H.C. s. A més, es van tirar 25 exs. n. I/XXV-XXV/XXV i s. sobre paper Japó nacarat.","Graphos Verlag, Vaduz (Liechtenstein)",,,"Arches","J. Barbarà, Barcelona",,,"Arches",,,,,,
,,2,1978,,,,,,,"OG","C01","65 x 50 cm.","sí",,,,,"Aguafuerte y aguatinta en varias tintas sobre papel Arches como soporte. La impresión se realizó sobre papel de estraza encolado sobre el papel Arches","Aiguafort i aiguatinta en diverses tintes sobre paper d'estrassa amb un suport de paper Arches. La impressió es va realitzar sobre el paper d'estrassa encolat sobre el paper Arches.","Vela i creu",,,,,"75 exs. n. i s., més 15 exs. P.A. s. i 8 exs. H.C. s. A més, es van tirar 25 exs. n. I/XXV-XXV/XXV i s. sobre paper Japó nacarat.","Graphos Verlag, Vaduz (Liechtenstein)",,,"Arches","J. Barbarà, Barcelona",,,"Arches",,,,,,
,,1,1976,,,,,,,"OG","B08","51,5 x 33 cm","sí",,,,,"Aguafuerte y aguatinta al azúcar en varias tinta con collage impreso","Aiguafort i aiguatinta al sucre en diverses tintes amb collage imprès","Venus",,,,,"50 exs. n. i s., més 15 exs. H.C. n. I/XV-XV/XV i s.","Galeria Maeght, Barcelona",,,"Auvergne","J. Barbarà, Barcelona",,,"Richard de Bas",,,,,,
"T-1288",,,1968,,,,,,,"RP","22B","89 x 116 cm",,"sí",,,,,"Procediment mixt sobre fusta","Verd-blau i palla","270455,446972702",,,,,,,,,,,,,"Verde-azul paja","Green-Blue Straw","Vert-bleu paille","Técnica mixta sobre tabla ","Mixed media on wood","Technique mixte sur bois"
,,2,1992,,,,,,,"OG","D06","65,5 x 82 cm.","sí",,,,,"Aguatinta, barniz blando, litografía  en 2 tintas (2 negros) y collage de papel Arches blanco de 250 g","Aiguatinta, vernís tou, Litografia en dues tintes (2 negres) i collage de paper Arches blanc de 250 g ","Verí",,,,,"30 exs. n. 1/30-30/30 i s., 2 ejs. P.A. s., 3 ejs. H.C. s., més alguns exs. nominals","Galeria Toni Tàpies, Barcelona",,,"Molí Sardà, Banyoles, fet a mà","Joan Roma i Takeshi Motomiya, Barcelona",,,,,,,,,
,,2,1992,,,,,,,"OG","D06","65,5 x 82 cm.","sí",,,,,"Aguatinta, barniz blando, Litografía  en 2 tintas (2 negros) y collage de papel Arches blanco de 250 g ","Aiguatinta, vernís tou, Litografia en dues tintes (2 negres) i collage de paper Arches blanc de 250 g ","Verí",,,,,"30 exs. n. 1/30-30/30 i s., 2 ejs. P.A. s., 3 ejs. H.C. s., més alguns exs. nominals","Galeria Toni Tàpies, Barcelona",,,"Molí Sardà, Banyoles, fet a mà","Joan Roma i Takeshi Motomiya, Barcelona",,,,,,,,,
,,2,1981,,"Wye, Deborah. Antoni Tàpies, Obra Gràfica, Polígrafa, Barcelona, 1992.",,,,,"OG","C04","99,5 x 66 cm.","sí",,,,,"Serigrafía en varias tintas","Serigrafia en diverses tintes","Vernís cadira",,,,,"60 exs. n. 1/60-60/60 i s., més alguns exs. P.A. s.","Galerie Lelong, Zúrich",,,"Cartó ondulat","A. Tornabell, Amer (Girona)",,,,,,,,,
,,2,1981,,"Wye, Deborah. Antoni Tàpies, Obra Gràfica, Polígrafa, Barcelona, 1992.",,,,,"OG","C04","99,5 x 66 cm.","sí",,,,,"Serigrafía en varias tintas","Serigrafia en diverses tintes","Vernís cadira",,,,,"60 exs. n. 1/60-60/60 i s., més alguns exs. P.A. s.","Galerie Lelong, Zúrich",,,"Cartó ondulat","A. Tornabell, Amer (Girona)",,,,,,,,,
"20",,2,1981,,,,,,,"OG","C04","121 x 40 cm","sí",,,,,"Grabado al azúcar y agufuerte en varias tintas","Gravat al sucre i aiguafort en diverses tintes","Vertical",,,,,"50 exs. n. 1/50-50/50 i s., 15 exs. H.C. n. 1/15-15/15 i s., més 2 exs. P.A. s.","Galerie Lelong, París",,,"Arches","J. Barbarà, Barcelona",,,"Arches",,,,,,
"20",,2,1981,,,,,,,"OG","C04","121 x 40 cm","sí",,,,,"Grabado al azúcar y agufuerte en varias tintas","Gravat al sucre i aiguafort en diverses tintes","Vertical",,,,,"50 exs. n. 1/50-50/50 y s., 15 exs. H.C. n. 1/15-15/15 y s., más 2 exs. P.A. s.","Galerie Lelong, París",,,"Arches","J. Barbarà, Barcelona","50 xes. n. 1/50 - 50/50 f.
15 exs. H.C. n. 1/15 - 15/15 f.
2 exs. P.A. f.",5,"Arches",,,,,,
"T-5179",,,1987,,,,,,,"RP","22B","120 x 80,5 cm",,"sí",,,,,"Pintura i llapis sobre paper","Vertical amb signes negres
","54091,0893945404",,,,,,,,,,,,,"Vertical con signos negros","Vertical with Black Signs","Vertical aux signes noirs ","Pintura y lápiz sobre papel","Paint and pencil on paper","Peinture et crayon sur papier"
,,2,1968,,,,,,,"OG","E01","80 x 120 cm.","sí",,,,,"L. en negro, ocre, dos grisos y blanco","L. en negre, ocre, dos grisos i blanc","Verticales en bas",,,,,"75 exs n. i s.","Maeght, París",,,"Lana","Arte, A. Maeght, Parí",,,,,,,,,
,,2,1968,,,,,,,"OG","E01","80 x 120 cm.","sí",,,,,"L. en negro, ocre, dos grisos y blanco","L. en negre, ocre, dos grisos i blanc","Verticales en bas",,,,,"75 exs n. i s.","Maeght, París",,,"Lana","Arte, A. Maeght, París",,,,,,,,,
,,2,1976,,,,"PPP mica d'òxid",,,"OG","B08","90 x 63 cm","sí",,,,,"Aguatinta al azúcar y litografía en varias tintas con collage","Aiguatinta al sucre i litografia en diverses tintes amb collage
","Visage",,,,,"50 exs. n. i s., més 15 exs. H.C. n. I/XV-XV/XV i s.","Galeria Maeght, Barcelona",,,"Arches","J. Barbarà, Barcelona",,,"Arches",,,,,,
,,2,1976,,,,,,,"OG","B08","90 x 63 cm","sí",,,,,"Aguatinta al azúcar y litografía en varias tintas con collage","Aiguatinta al sucre i litografia en diverses tintes amb collage","Visage",,,,,"50 exs. n. i s., més 15 exs. H.C. n. I/XV-XV/XV i s.","Galeria Maeght, Barcelona",,,"Arches","J. Barbarà, Barcelona",,,"Arches",,,,,,
,,1,1976,,,,,,,"OG","B08","33 x 51, 5 cm","sí",,,,,"Aguafuerte y aguatinta al azúcar en varias tintas","Aiguafort i aiguatinta al sucre en diverses tintes","Visca",,,,,"50 exs. n. i s., més 15 exs. H.C. n. I/XV-XV/XV i s.","Galeria Maeght",,,"Auvergne","J. Barbarà, Barcelona",,,"Richard de Bas",,,,,,
,,2,1976,,,,,,,"OG","E05","56 x 76 cm.","sí",,,,,"Aguafuerte en una tinta (rojo)","Aiguafort en una tinta (roig)","Visca Catalunya",,,,,"75 exs. n. i s., més 15 exs. H.C. s.","La Polígrafa, Barcelona ",,,"Guarro","La Polígrafa, Barcelona",,,"Guarro",,,,,,
,,2,1976,,,,,,,"OG","E05","56 x 76 cm.","sí",,,,,"Aguafuerte en una tinta (rojo)","Aiguafort en una tinta (roig)","Visca Catalunya",,,,,"75 exs. n. i s., més 15 exs. H.C. s.","La Polígrafa, Barcelona ",,,"Guarro","La Polígrafa, Barcelona",,,"Guarro",,,,,,
,,2,1981,,,,,,,"OG","C04","63 x 90 cm","sí",,,,,"Aguafuerte y carborúndum en varias tintas","Aiguafort i carborúndum en diverses tintes","Voilé",,,,,"50 exs. n. 1/50-50/50 i s., 15 exs. H.C. n. 1/15-15/15 i f., més 4 exs. P.A. s.","Galerie Lelong, París",,,"Arches","J. Barbarà, Barcelona",,3,"Arches",,,,,,
,,2,1981,,,,,,,"OG","C04","63 x 90 cm","sí",,,,,"Aguafuerte y carborúndum en varias tintas","Aiguafort i carborúndum en diverses tintes","Voilé",,,,,"50 exs. n. 1/50-50/50 i s., 15 exs. H.C. n. 1/15-15/15 i s., més 4 exs. P.A. s.","Galerie Lelong, París",,,"Arches","J. Barbarà, Barcelona",,3,"Arches",,,,,,
"GM-101",,,1950,,"BORJA-VILLEL, M.J.   Fundació Antoni Tàpies .  Barcelona: Fundació
Antoni Tàpies, 1990   p. 27: làm (b/n) 
BROSSA, J.   Ú no és ningú    (b/n)
VALLÈS ROVIRA, J.  Tàpies Empremta. (Art-Vida) .  1a. edició Figueres: Art-3, 1982, edició de bibliòfil de 40 exemplars. 2a edició
Barcelona: Robrenyo, 1983  [p.132] (b/n)",,,,,"OG","II082","50 x 38,5 cm",,"sí",,,,,"Tinta xinesa sobre paper","Voltor. Sèrie Història Natural","60101,2104383782",,,,,,,,,,,,,"Buitre. Serie Historia Natural","Vulture. Natural History Series","Vautour. Série Histoire naturelle","Tinta china sobre papel","India ink on paper","Encre de Chine sur papier"
,,,1975,,,,,,,"OG","E04","63,5x91 cm","sí",,,,,"Aguafuerte en varias tintas","Aiguafort en diverses tintes","X - A",,,,,"75 exs. n. i s.","Maeght, París",,,"Arches","Atelier Morsang, París",,,"Maeght",,,,,,
,,,1995,,,,,,,"OG","VI01","40,5 x 31,5 cm.","sí",,,,,"Barníz blando, collage, serigrafía y pochoir en varias tintas (negro, gris y blanco)","Vernís tou, collage, serigrafia i pochoir en diverses tintes (negre, gris i blanc)","X blanca",,,,,"50 exs. n. 1/50-50/50 i s., 3 exs. P.A. n. 1/3-3/3 i s., 2 exs. H.C. n. 1/2-2/2 i s. ,més alguns exs. pels col·laboradors.","Galeria Toni Tàpies, Barcelona",,,"Richard de Bas vélin","Takeshi Motomiya i Joan Roma, Barcelona",,,,,,,,,
,,,1995,,,,,,,"OG","D09","40,5 x 31,5 cm.","sí",,,,,"Barníz blando, collage, serigrafía y pochoir en varias tintas (negro, gris y blanco)","Vernís tou, collage, serigrafia i pochoir en diverses tintes (negre, gris i blanc)","X blanca",,,,,"50 exs. n. 1/50-50/50 i s., 3 exs. P.A. n. 1/3-3/3 i s., 2 exs. H.C. n. 1/2-2/2 i s. ,més alguns exs. pels col·laboradors.","Galeria Toni Tàpies, Barcelona",,,"Richard de Bas b","Takeshi Motomiya i Joan Roma, Barcelona",,,,,,,,,
,,2,1980,,,,,,,"OG","C03","73 x 95 cm.","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","X de tissu",,,,,"150 exs. n. 1/150-150/150 i s. 10 exs. n. I/X-X/X i s., més 15 exs. H.C. s.","Kunstverein, Braunschweig",,"58 x 80,5 cm.","Rives","Erker-Presse,  St. Gallen",,,,,,,,,
,,2,1980,,,,,,,"OG","C03","73 x 95 cm.","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","X de tissu",,,,,"150 exs. n. 1/150-150/150 i s. 10 exs. n. I/X-X/X i s., més 15 exs. H.C. s.","Kunstverein, Braunschweig",,,"Rives","Erker-Presse,  St. Gallen",,,,,,,,,
,,2,1982,,,"Aquesta litografia pertany a la carpeta ""El artista en la calle"", que conté obres de diversos artistes.",,,,"OG","C05","49,5 X 64 cm","sí",,,,,"Serigrafía en varias tintas","Serigrafia en diverses tintes","X de vernís",,,,,"100 exs. n. 1/100-100/100 i s., més 16 exs. P.A. destinats als artistes i als seus col·laboradors. ","La Calle, València",,,,"Ibero Suiza S.L., València",,,,,,,,,
,,2,1982,,,,,,,"OG","C05","49,5 X 64 cm","sí",,,,,"Serigrafía en varias tintas","Serigrafia en diverses tintes","X de vernís",,,,,"100 exs. n. 1/100-100/100 i s., més 16 exs. P.A. destinats als artistes i als seus col·laboradors. Aquesta serigrafia pertany a la carpeta ""El artista en la calle"", que conté obres de diversos artistes.","La Calle, València",,,,"Ibero Suiza S.L., València",,,,,,,,,
,,2,1995,,,,,,,"OG","D09","33 x 50 cm","sí",,,,,"Carborúndum, serigrafía y barníz blando (negro, gris, blanco y rojo)","Carborúndum, serigrafia i vernís tou en diverses tintes (negre, gris, blanc i roig)","X i ulls ",,,,,"45 exs. n. 1/45 - 45/45 i s., 3 exs. P.A. n. 1/3 - 3/3 i s., 2 exs. H.C. n. 1/2-2/2 i s., més alguns exs. per als col·laboradors.  ","Galeria Toni Tàpies, Barcelona",,,"Arches vélin","Takeshi Motomiya i Joan Roma, Barcelona",,,,,,,,,
,,2,1995,,,,,,,"OG","D09","33 x 50 cm","sí",,,,,"Carborúndum, S. y barníz blando (negro, gris, blanco y rojo)","Carborúndum, S. i vernís tou (negre, gris, blanc i vermell)","X i ulls ",,,,,"45 exs. n. 1/45 - 45/45 i f., 3 exs. P.A. n. 1/3 - 3/3 i s., 2 exs. H.C. n. 1/2-2/2 i s., més alguns exs. per als col·laboradors.  ","Galeria Toni Tàpies, Barcelona",,,"Arches vitel·la","Takeshi Motomiya i Joan Roma, Barcelona",,,,,,,,,
