"any","Codi arxiu digital","duració","exposició","instal.lació","núm. inventari","observacions","préstec","productor","qualitat","Realització","so","status","suport","tipus","títol"
"1998 a 2001","091_FV7_C016_NI823","01:23:40","Sanja Iveković. Alerta general. Obres 1974-2007",,823,"Hi ha més obres","Babuin, digitalització (gener 2011)",,,"Maja Bajevic","sí",,"VHS","color","The speaker
Bergman, bond, bajevic
maureen, mamman et moi
Dressed up
Black on white
Women at work
Zivot je lijep (la vie est belle)
"
,"054_FV7_C016_NI790","01:00:00","Representacions àrabs contemporànies. Beirut / Líban",,790,,"Babuin, digitalització (gener 2011)","Fundació Antoni Tàpies",,"Jalal Toufic Ashura","sí",,"VHS","color","This blood spilled in my vains
(Small monitor 1)"
,"054_FV7_C016_NI791","01:00:00","Representacions àrabs contemporànies. Beirut / Líban",,791,,"Babuin, digitalització (gener 2011)",,,"Jalal Toufic Ashura",,,"VHS",,"This blood spilled in my vains
(Small monitor 2)"
"1995",,"01:01:00","Els límits del Museu",,837,"© Bill Fontana, 1995
""Be sure to send it to Madrid""",,,,"Bill Fontana","sí",,"Cd ","àudio","Time Fountain
Clock from Gràcia
"
"1995",,"00:30:06","Els límits del Museu",,839,"© Bill Fontana, 1995",,,,"Bill Fontana","sí",,"CD àudio","àudio","Time Fountain. Metro Station at Sagrada Família"
"1967","017_FV7_C016_NI447","83 min. 33 seg.","L’any 1967: l’objecte d’art i la cosa pública",,447,"està en anglès","Babuin, digitalització (gener 2011)","Frederick Wiseman","una mica gastada",,"mono",,"VHS","blanc i negre","Titicut Follies"
"1998",,"51 min. 36 seg.","Merce Cunningham","Video D Studios",436,"es repeteix dues vegades",,"Fundació Antoni Tàpies","una mica gastada","Fundació Antoni Tàpies","mono",,"VHS PAL","color","Trackers (1991); Beach Birds (1991); Enter (1992); Ground level overlay (1995); Scenario (1997)."
,,"90 min. sense fi","Rainer Oldendorf","Riksbioscoop",367,"còpia per a exposició. Cinta sense fi.",,"Llorenç Torrades",,"Fundació Antoni Tàpies","si","1/3","VHS","color","Trailer Free Cinema. Riksbioscoop"
,,"90 min. sense fi","Rainer Oldendorf","Riksbioscoop",368,"còpia per a exposició. Cinta sense fi.","CEDIT A LA BIBLIOTECA (16/1/2001)","Llorenç Torrades",,"Fundació Antoni Tàpies","si","2/3","VHS","color","Trailer Free Cinema. Riksbioscoop"
,,"90 min. sense fi","Rainer Oldendorf","Riksbioscoop",369,"còpia per a exposició. Cinta sense fi.",,"Llorenç Torrades",,"Fundació Antoni Tàpies","si","3/3","VHS","color","Trailer Free Cinema. Riksbioscoop"
"2002",,"6 min 53 s","Sanja Iveković. Alerta general. Obres 1974-2007",,636,,,"Elektra – Women´s Art Center",,"Sanja Iveković","no","1/2","DVD, no sound, colour, autoplay , looped",,"Tražim majčin broj (Searching for my mother´s number)
Family Archive"
"2002",,"6 min 53 s","Sanja Iveković. Alerta general. Obres 1974-2007",,637,,,"Elektra – Women´s Art Center",,"Sanja Iveković","no","2/2","DVD, no sound, colour, autoplay , looped",,"Tražim majčin broj (Searching for my mother´s number)
Family Archive"
"2002",,"28 min 9 s / 10 s Frame Translation From the Audio in English","Sanja Iveković. Alerta general. Obres 1974-2007",,633,,,"Elektra – Women´s Art Center",,"Sanja Iveković","si","1/3","DVD, sound, colour, autoplay , looped",,"Tražim majčin broj (Searching for my mother´s number)
Reading my mother diary"
"2002",,"28 min 9 s / 10 s Frame Translation From the Audio in English","Sanja Iveković. Alerta general. Obres 1974-2007",,634,,,"Elektra – Women´s Art Center",,"Sanja Iveković","si","2/3","DVD, sound, colour, autoplay , looped",,"Tražim majčin broj (Searching for my mother´s number)
Reading my mother diary"
"2002",,"28 min 9 s / 10 s Frame Translation From the Audio in English","Sanja Iveković. Alerta general. Obres 1974-2007",,635,,,"Elektra – Women´s Art Center",,"Sanja Iveković","si","3/3","DVD, sound, colour, autoplay , looped",,"Tražim majčin broj (Searching for my mother´s number)
Reading my mother diary"
"1961, 1981-1982, 1995 ; 1958-1960; 1952-1955","037_FV7_C016_NI184","24 min.; 17 min ; 23 min.","Chris Marker","auditori (cicle de cinema)",184,"Còpia d'un Beta obtingut per Gonzalo Saenz de Buruaga pel cicle de cinema i n'hem fet còpia VHS pels arxius","Babuin, digitalització (gener 2011)","José Val del Omar",,"José Val del Omar","bo","còpia 1/1","VHS","b/n; b/n i color ; b/n","Tríptico elemental de España: Acariño galaico (de barro); Fuego en Castilla; Aguaespejo Granadino"
"1990","036_FV3_C016_NI149","6' 17''","Dan Graham","Interior design for space showing videos",149,"còpia feta de l'original que va deixar Glòria Moure
còpia passada durant l'exposició","Babuin, digitalització (desembre 2010)
DIGITALITZAT febrer 2011","Tony Oursler (In collaboration with Sonic Youth)",,,"si","còpia única","U-Matic","color, NTSC","Tunic (Song for Karen)"
"1968-79",,"21 min","Tour-ismes. La derrota de la dissensió",,574,,,,"buena","José Val del Omar ","sin sonido","1/2","dvd","color","Turistas resbalando"
"1968-79",,"21 min","Tour-ismes. La derrota de la dissensió",,575,,"Montse Romaní 27/2/07",,"buena","José Val del Omar ","sin sonido","2/2","dvd","color","Turistas resbalando"
"1992","036_FV7_C016_NI154","19' 34''","Dan Graham","Llibreria",154,"còpia feta de l'original de la biblioteca","Babuin, digitalització (gener 2011)",,,"Dan Graham","si","còpia 1/3","VHS","color","Two-Way Mirror Cylinder Inside Cube and Video Salon"
"1992",,"19' 34''","Dan Graham","Llibreria",155,"còpia feta de l'original de la biblioteca",,,,"Dan Graham","si","còpia 2/3","VHS","color","Two-Way Mirror Cylinder Inside Cube and Video Salon"
"1992",,"19' 34''","Dan Graham","Llibreria",156,"còpia feta de l'original de la biblioteca",,,,"Dan Graham","si","còpia 3/3","VHS","color","Two-Way Mirror Cylinder Inside Cube and Video Salon"
"1982",,"17 min 3 s","Sanja Iveković. Alerta general. Obres 1974-2007",,641,,,,,"Sanja Iveković","si",,"DVD, video, sound, colour, autoplay, looped",,"Übung Macht den Meister (Practice Makes a Master)"
"1968",,"01:40:00 (100 min)","Amb i contra el cinema. Entorn del Maig del 68","Institut Francès de Barcelona",720,"14-19 de maig de 2008",,,,"Jean-Luc Godard/ Grup Dziga Vertov","V.O. Subtitulada en castellà","7","DVD b/n","PAL, 4/3. Stereo","Un film comme les autres."
"1995",,"23,7 mm cada una","Els límits del museu","Andra Fraser",165,"2 vegades la mateixa gravació. ",,"Fundació Antoni Tàpies i Andrea Fraser",,,"català subtitulat en anglès",,,"color","Una introducció a la Fundació Antoni Tàpies"
"1995","022_FV7_C016_NI445","51 min 30 seg","Els Límits del Museu (15 març - 4 juny 1995)",,445,"  ","Babuin, digitalització (gener 2011)","Andrea Fraser",,"Andrea Fraser","mono",,"VHS",,"Una introducció a la Fundació Antoni Tàpies.
Andrea Fraser"
,"046_FV7_C016_NI382","169 min.","Matt Mullican",,382,"còpia per a exposició donada per Serralves","Babuin, digitalització (gener 2011)","Fundação Serralves, Porto",,"Fundação Serralves, Porto","si","1/2","VHS","color","Under Hypnosis"
,,"169 min.","Matt Mullican",,383,"còpia per a exposició donada per Serralves",,"Fundação Serralves, Porto",,"Fundação Serralves, Porto","si","2/2","VHS","color","Under Hypnosis"
"2000-2001",,"160 min. loop","Matt Mullican. Més detalls d'un univers imaginari","Under Hypnosis",516,"còpia utilitzada per a l'exposició",,"Fundació Antoni Tàpies",,"Fundació Antoni Tàpies","si","1/1","VHS","color","Under Hypnosis"
"1976","042_FV7_C016_NI298","87 min","Renée Green: Ombres i senyals",,298,"Cinta utilitzada durant l'exposició","Babuin, digitalització (gener 2011)EW",,"bona","Emile de Antonio, Mary Lampson, Haskell Wexler","si","1/1","VHS Pal","color","Underground"
"ver campo titulo",,"untitled (25 min.); Mouth to Mouth (7 min. y 40 sec.); vidéoème (4 min y 30 sec); Secret Spill (27 min.); Permutations (11 min. y 20 sec.); Re Dis Appearing (2 min y 20 sec.).","El sueño del publico: Teresa Hak kyung Cha","single channel videos.",613,,,,"buena","Teresa Hak kyung Cha","con sonido. Voz de la artista","1","dvd","Blanco y Negro","Untitled (1973); Mouth to Mouth (1975); Vidéoème (1976); Secret Spill (1974); Permautations (1976); Re Dis Appearing (1977)."
"1985","043_FV4_C016_NI309","46'20 min","Andy Warhol: cine, vídeo i TV",,309,"Inclou el capítol nº 100 de la sèrie ""Vacaciones en el mar"": ""Feliz cumpleaños"".","Babuin, digitalització (desembre 2010)
DIGITALITZAT febrer 2011",,"bona",,"si","1/1","Betacam SP","color","Vacaciones en el mar (100)"
"1985","043_FV4_C016_NI310","49 min","Andy Warhol: cine, vídeo i TV",,310,"Inclou el capítol nº 108 de la sèrie ""Vacaciones en el mar"": ""Tesoro Escondido"".","Babuin, digitalització (desembre 2010)
DIGITALITZAT febrer 2011",,"bona","Richard Kinon","si","1/1","Betacam SP","color","Vacaciones en el mar (108)"
"2010",,"1:03:20","Representacions àrabs contemporànies","Espai C (Auditori)",755,"Estrena del documental Valentinos Charalambous, 26 d’octubre de 2010, a la Fundació Antoni Tàpies. La projecció anirà precedida d’una presentació a càrrec de les directores i l’artista. 
Amb Nuria Enguita i Catherine David.",,"Fundació Antoni Tàpies","Bona","Direcció: Catherine David
Fotografia i so: Michel Balague i Eric Menard","V.O. anglès, subtítols català, castellà, anglès",,"DVD","Color","Valentinos Charalambous. A documentary film"
"2010",,"1:03:20","Representacions àrabs contemporànies","Espai C (Auditori)",756,"Estrena del documental Valentinos Charalambous, 26 d’octubre de 2010, a la Fundació Antoni Tàpies. La projecció anirà precedida d’una presentació a càrrec de les directores i l’artista. ",,"Fundació Antoni Tàpies, Barcelona, amb el suport del Ministeri d’Educació i Cultura de Xipre - Serveis Culturals ","Bona","Direcció: Catherine David
Fotografia i so: Michel Balague i Eric Menard","V.O. anglès, subtítols català, castellà, anglès","còpia","DVD","Color","Valentinos Charalambous. A documentary film"
"2010",,"1:03:20","Representacions àrabs contemporànies","Espai C (Auditori)",842,"Estrena del documental Valentinos Charalambous, 26 d’octubre de 2010, a la Fundació Antoni Tàpies. La projecció anirà precedida d’una presentació a càrrec de les directores i l’artista. ",,"Fundació Antoni Tàpies, Barcelona, amb el suport del Ministeri d’Educació i Cultura de Xipre - Serveis Culturals ","Bona","Direcció: Catherine David
Fotografia i so: Michel Balague i Eric Menard","V.O. anglès, subtítols català, castellà, anglès","còpia","DVD","Color","Valentinos Charalambous. A documentary film"
"1966","038_FV7_C016_NI274","50'","Merce Cunningham",,274,"còpia del màster","Babuin, digitalització (gener 2011)","Merce Cunningham Dance Foundation",,,,"1/1","VHS",,"Variations V"
"1966, 1973",,"98'","Merce Cunningham",,263,"còpia del màster",,"Merce Cunningham Dance Foundation, Nova York",,,,"1/2","VHS",,"Variations V
Walkaround Time (after Marcel Duchamp)"
"1966, 1973",,"98'","Merce Cunningham",,264,"còpia del màster",,"Merce Cunningham Dance Foundation, Nova York",,,,"2/2","VHS",,"Variations V
Walkaround Time (after Marcel Duchamp)"
,"030_FV7_C016_NI80","57 min","Ana Mendieta","Televisió al costat de l'auditori",80,"Còpia fet d'un original dolent del CGAC
","Babuin, digitalització (gener 2011)","Ana Mendieta",,"Ana Mendieta","mut","còpia 1","VHS ",,"Vàries performances"
,,"57 min","Ana Mendieta","Televisió al costat de l'auditori",81,"Còpia fet d'un original dolent del CGAC",,"Ana Mendieta",,"Ana Mendieta","mut","còpia 2","VHS ",,"Vàries performances"
,,"33 min.","Entusiasme","Official kronika. Part 1",622,,,"Kino Polska",,"Varios autores","con sonido, idioma polaco.","1","dvd","color y blanco-negro","varios titulos"
,,,"Entusiasme","Official kronika. Part 2",623,,,"Kino Polska","buena","varios autores","Con sonido. Idioma polaco","1","dvd","Color y blanco - negro","Varios: Zwyciestwo, De Monte Carlo, Ziemskie podróze Kosmonautow; W. Zimowej Szacie, Na drodze, Pokolenie jutra; Trzy razy ""m"", swiatla w obiektywie, skolimowski, dom, Migawki slaskie. "
"2000
","057_FV7_C016_NI535","1h y 30min.","Inflamable 1",,535," Co-producción España-Francia","Babuin, digitalització (gener 2011)","amanda films con el apoyo de i.c.c.a. (istituto de cinematografía y de las artes audiovisuales)","buena","Tony Gatif","con sonido. Idioma castellano","1","vhs","color","Vengo."
,"048_FV7_C016_NI468","29 min.","Victor Burgin","Venise",468,"còpia","Babuin, digitalització (gener 2011)","Fundació Antoni Tàpies",,"Fundació Antoni Tàpies","si","1/1","VHS","color","Venise"
"1994","042_FV7_C016_NI276","30 min.","Renée Green: Ombres i senyals",,276,"Cinta utilitzada durant l'exposició.","Babuin, digitalització (gener 2011)",,"Bona","Renée Green","Si","1/1","VHS master","b/n","Venue"
"1979",,"00:02:51","Anna Maria Maiolino",,820,"Música: Elaine Thomazi Freitas
Fotografia S-8mm (1979), edició en vídeo digital 2005",,,"bona","Anna Maria Maiolino",,,"DVD Loop","color","verso/inversus"
,"047_FV7_C016_NI508","30 min.","Eulàlia Valldosera",,508,,"Babuin, digitalització (gener 2011)
","Fundació Antoni Tàpies",,"Fundació Antoni Tàpies","si","1/1","VHS","color","Video exposició FAT, Escombrada"
"1972","031_FV7_C016_NI91","19 minuts","Marcel Broodthaers","no ha format part de l'exposició",91,"vídeo que Jack Wendler va filmar quan es filmava Speakers Corner","Babuin, digitalització (gener 2011)","Jack Wendler","bastant dolenta","Jack Wendler","ambient","còpia pirata","VHS","b/n ","Vídeo fet quan es filmava Speakers Corner"
"2009 - 2010",,"00:02:53","Anna Maria Maiolino",,783,,,,"Bona","Anna Maria Maiolino, Helena Tatay","V.O. en castellà",,"DVD","Color","Vídeo maqueta de l'exposició d'Anna Maria Maiolino "
"2010",,"15 min 29 s","Alma Matrix. Bracha L. Ettinger i Ria Verhaeghe",,746,,,"Fundació Antoni Tàpies","Bona","RECORD Productions
","V.O. en anglès, sense subtítols. Crèdits en català",,"DVD","Color","Visita guiada a ""Alma Matrix. Bracha L. Ettinger i Ria Verhaeghe"" a càrrec de la comissària Catherine de Zegher.
14 de maig de 2010"
"1989",,"51 min.","Africa Explora","auditori",18,"Prèsec Lyon ( 20 gener 1994)",,"BRT, Cobra Films, 1989","bona","Dir. Dirk Dumon","francès","còpia 1","VHS","color","Voix du Zaïre"
"1989 / 1989","014_FV4_C016_NI119","51 min./ 28 min.","Africa Explora","Auditori",119,"Máster de les dues pel.lícules que es van passar a l'auditori gravades una darrera l'altra.","Babuin, digitalització (desembre 2010)
DIGITALITZAT febrer 2011","BRT, Cobra Films / National Museum of African Art",,"Dirk Dumon / Stanlsk Media","si / si","original","Betacam SP L","color / color","Voix du Zaïre / ""Togu Na & Cheko"" Change and Continuity in The Art of Mali"
"1989 / 1989",,"51 min./ 28 min.","Africa Explora","Auditori",120,"Són les dues pel.lícules que es van passar a l'auditori gravades una darrera l'altra.
Còpia gastada","Deixat a Reinald Roca de TV3 (MT 5.11.97)","BRT, Cobra Films / National Museum of African Art",,"Dirk Dumon / Stanlsk Media","si / si","còpia 1","VHS pal","color / color","Voix du Zaïre / ""Togu Na & Cheko"" Change and Continuity in The Art of Mali"
"1989 / 1989",,"51 min./ 28 min.","Africa Explora","Auditori",121,"Són les dues pel.lícules que es van passar a l'auditori gravades una darrera l'altra.
","CEDIT A LA BIBLIOTECA (16/1/2001)","BRT, Cobra Films / National Museum of African Art",,"Dirk Dumon / Stanlsk Media","si / si","còpia 2","VHS pal","color / color","Voix du Zaïre / ""Togu Na & Cheko"" Change and Continuity in The Art of Mali"
"1973","038_FV7_C016_NI275","48'","Merce Cunningham",,275,"còpia del màster","Babuin, digitalització (gener 2011)","Merce Cunningham Dance Foundation",,,,"1/1","VHS",,"Walkaround Time"
"1998",,"00:19:40","Representacions àrabs contemporànies. L'equació iraquiana",,678,"ubicació: despatx de Miquel, arxiu RAC",,,"bona","Koutaiba Al-Janabi","V.O. en àrab. Subtítols en anglès.",,"DVD","Documental","Wasteland. Between London and Baghdad
A story about Nahida Al-Rammah (an actress living in exile)"
"1998",,"00:19:40","Representacions àrabs contemporànies. L'equació iraquiana",,685,"ubicació: despatx de Miquel, arxiu RAC",,,"bona","Koutaiba Al-Janabi","V.O. en àrab. Subtítols en castellà.",,"DVD","Documental","Wasteland. Between London and Baghdad
A story about Nahida Al-Rammah (an actress living in exile)"
"1998",,"00:19:40","Representacions àrabs contemporànies. L'equació iraquiana",,686,"còpia de seguretat
ubicació: despatx de Miquel, arxiu RAC",,,"bona","Koutaiba Al-Janabi","V.O. en àrab. Subtítols en castellà.",,"DVD","Documental","Wasteland. Between London and Baghdad
A story about Nahida Al-Rammah (an actress living in exile)"
"2000",,"40 min
x","Renée Green: Ombres i senyals",,296,"Cinta utilitzada durant l'exposició","Wave Links (More Links to Come)",,"bona","Renée Green","si","1/2","Betacam
","Pal, color","Wave Links (More Links to Come)"
"2000",,"40 min","Renée Green: Ombres i senyals",,299,"Copia nova no utilitzada","CEDIT A LA BIBLIOTECA (16/1/2001)",,"bona","Renée Green","si","2/2","VHS Pal","color","Wave Links (More Links to Come)"
"2000","042_FV5_C016_NI297","30 min
","Renée Green: Ombres i senyals",,297,"Cinta utilitzada durant l'exposició","Babuin, digitalització (desembre 2010)
DIGITALITZAT febrer 2011",,"bona","Renée Green","si","1/2","Betacam SP S
","Pal, color","Wave Links Raw"
"2000",,"30 min","Renée Green: Obres i senyals",,301,"Copia nova no utilitzada",,,"bona","Renée Green","si ","2/2","VHS Pal ","color","Wave links Raw"
"2000",,"30 min","Renée Green: Ombres i senyals",,300,"Cinta nova no utilitzada",,,"bona","Renée Green","si","2/2","VHS Pal","color","Wave Links Raw"
"x",,"24 min 10 s","Steve McQueen",,553,,,,,"Steve McQueen","si",,"Pel·lícula en súper 8 mm transferida a DVD","vídeo, color","Western Deep"
"2004 (tots)",,,"Representacions àrabs contemporànies. L'equació iraquiana",,687,"ubicació: despatx de Miquel, arxiu RAC",,,"bona","1. Baz Shamoun
2. Sinan Antoon, Bassam Haddad, Maya Mikdashi, Suzy Salamy, Adam Shapiro
3. Maysoon Pachachi
4. Tariq Hashim","V.O. àrab, subtítols en anglès",,"DVD","Documental","Where is Iraq?, Baz Shamoun - 00:19:15
About Baghdad, Sinan Antoon, Bassam Haddad Maya Mikdashi, Suzy Salamy, Adam Shapiro - 01:29:30
Return to the Land of Wonders, Maysoon Pachahci - 01:27:53
16 Hours in Baghdad, Tariq Hashim - 00:59:00"
